TEXTO,CARRERA,LABEL
interesar psicología positivo bienestar practico mindfulness meditación fascinar neurociencia cognitivo querer ayudar persona desarrollar potencial,PSICOLOGÍA,2
investigar impacto analytic toma decisión estratégico mercado global,ADMINISTRACIÓN,7
querer especializar yo derechos humanos,DERECHO,11
disfrutar configurar red empresarial trabajo cisco protocolo routing,TELECOMUNICACIONES,16
querer promover política valorar trabajador,RELACIONES INDUSTRIALES,12
investigar práctica religioso influir transformación bienestar comunitario,TEOLOGÍA,8
disfruto investigar movimiento social participo activismo digital interesar justicia social ambiental querer promover cambio social positivo,SOCIOLOGÍA,1
interesado inteligencia artificial,INFORMÁTICA,15
gustar aprender terapia técnica apoyo emocional,PSICOLOGÍA,2
economía deber servir bienestar común,ECONOMÍA,5
8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 88835312991299 8883531299 88835312991299 888353129939939939939939939939939939939939939939939939939939939939339939939939939939939912993888399393399399399393399399399399399399399393399399399399399399399399393399399393399399399393399399399399399399399393393399399399399399393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393999393939999999393939993939393939393939393939393939393,CONTADURÍA,4
gustar estudiar jurisprudencia aprender evolución sistema jurídico,DERECHO,11
estudiar él gamificación aprendizaje basado problema,EDUCACIÓN,14
querer ayudar construir infraestructura,CIVIL,9
querer ayudar niño dificultad,PSICOLOGÍA,2
gustar estudiante progresar,EDUCACIÓN,14
desarrollo campaña comunicativo utilizar storytelling análisis dato generar impacto social,COMUNICACIÓN SOCIAL,3
apasionar diseño estructura útil sociedad,CIVIL,9
encantar analizar caso éxito empresarial aprender transformación digital,ADMINISTRACIÓN,7
gustar aprender gestionar recurso eficiente,ADMINISTRACIÓN,7
querer ayudar persona entender él,PSICOLOGÍA,2
analizar protocolo comunicación tecnología red mejorar transmisión dato,TELECOMUNICACIONES,16
querer desarrollar estrategia comunicación corporativo trabajo gestión crisis,COMUNICACIÓN SOCIAL,3
disfruto aprender tecnología inalámbrica,TELECOMUNICACIONES,16
gustar software simulación diseñar diseño planta industrial,INDUSTRIAL,0
desarrollo relato corto capturan esencia experiencia humano contexto,LETRAS,10
interesado desarrollo sostenible economía verde,ECONOMÍA,5
sentir contribuir sistema económico justo,ECONOMÍA,5
querer enseñar niño necesidad especial,EDUCACIÓN,14
explorar medio digital influir opinión público investigación campaña comunicación impulsar cambio social,COMUNICACIÓN SOCIAL,3
querer entender sistema jurídico abordar problema,DERECHO,11
entusiasmar aprender aplicar técnica procesamiento dato masivo integrar machine learning crear solución inteligente,INFORMÁTICA,15
gustar analizar texto significado participo taller literario interesar traducción edición querer trabajar mundo editorial,LETRAS,10
comprometido aprendizaje técnica directivo maximizar óptimo recurso humano material,ADMINISTRACIÓN,7
estudiar economía comportamiento entender decisión individual afectar mercado,ECONOMÍA,5
gustar aprender crecer,EDUCACIÓN,14
disfruto diseñar programa bienestar laboral,RELACIONES INDUSTRIALES,12
gustar mejorar gestión operación empresarial,INDUSTRIAL,0
participo proyecto código abierto trabajar comunidad global innovar solución tecnológico,INFORMÁTICA,15
ofrezco apoyo escuchar gente,PSICOLOGÍA,2
impacto emoción rendimiento académico profesional evaluar él metodologíos innovadora,PSICOLOGÍA,2
emitir técnica periodismo investigación encontrar,COMUNICACIÓN SOCIAL,3
estudio texto sagrado doctrina teológica entender raíz tradición fe,TEOLOGÍA,8
interesado derecho internacional constitucional querer especializar yo derechos humanos,DERECHO,11
interesado ingeniería red transmisión dato estudiante telecomunicación,TELECOMUNICACIONES,16
gustar analizar texto descubrir interpretación,LETRAS,10
querer contribuir desarrollo sostenible apasionar comprensión ciclo económico,ECONOMÍA,5
interesado economía internacional relación comercial,ECONOMÍA,5
gustar construir cosa mano,CIVIL,9
interesado cloud computing,INFORMÁTICA,15
apasionar pensar cuestión ético moral leer obra filosófico clásico moderno interesar filosofía político social querer contribuir pensamiento filosófico contemporáneo,FILOSOFÍA,13
gustar crear actividad aprendizaje divertir,EDUCACIÓN,14
disfrutar planificación fiscal internacional trabajar tratado tributario,CONTADURÍA,4
querer trabajar hospital clínica apoyar necesitar,PSICOLOGÍA,2
gustar discutir presentar caso lógica,DERECHO,11
querer aplicar ley vida cotidiano,DERECHO,11
estudiar impacto comunicación configuración narrativa cultural social,COMUNICACIÓN SOCIAL,3
interesar edición digital formato industria editorial apasionar literatura latinoamericano,LETRAS,10
encantar enseñar literatura compartir pasión,LETRAS,10
querer ayudar encontrar significado vida,FILOSOFÍA,13
fascinar gestión cambio digital implemento herramienta colaborativa interesar cultura organizacional ágil querer liderar transformación digital,RELACIONES INDUSTRIALES,12
gustar participar actividad ecuménico,TEOLOGÍA,8
gustar cuestionar naturaleza realidad,FILOSOFÍA,13
motivar informar mantener sociedad evento,COMUNICACIÓN SOCIAL,3
interesar afectar entorno construido,ARQUITECTURA,6
informática futuro industria,INFORMÁTICA,15
interesado trabajo comunitario,TEOLOGÍA,8
gustar construir puente conectar comunidad,CIVIL,9
imaginar diseñar espacio,ARQUITECTURA,6
imaginar espacio influir emoción,ARQUITECTURA,6
desarrollo reflexión espiritualidad contemporáneo relación desafío moderno,TEOLOGÍA,8
estudio metodología gestión estratégico fortalecer toma decisión,ADMINISTRACIÓN,7
querer ayudar gente desarrollar potencial psicología positivo meditación,PSICOLOGÍA,2
investigar tecnología educativo crear entorno virtual aprendizaje,EDUCACIÓN,14
interesar mente cuerpo conectado,PSICOLOGÍA,2
contabilidad preciso importante,CONTADURÍA,4
fascinar educación emocional mindfulness técnico gestión emocional,EDUCACIÓN,14
trabajo comunidad global innovar solución tecnológico,INFORMÁTICA,15
fascinar estudiar cambio social impacto,SOCIOLOGÍA,1
querer mejorar calidad vida gente,ARQUITECTURA,6
querer investigar movimiento social activismo trabajo etnografía digital,SOCIOLOGÍA,1
querer crear edificio funcional estéticamente agradable,ARQUITECTURA,6
interesado gestión logística cadena suministro usar herramienta sap análisis predictivo,INDUSTRIAL,0
querer entender cambio tecnológico económico afectar comportamiento,SOCIOLOGÍA,1
estudiar decisión individual afectar mercado,ECONOMÍA,5
querer combinar arte ciencia diseño,ARQUITECTURA,6
desarrollo proyecto urbanismo combinir funcionalidad stético sostenibilidad planificación ciudad,CIVIL,9
garantizar estabilidad obra estudiar comportamiento suelo,CIVIL,9
interesar liderar proyecto tener impacto social,ADMINISTRACIÓN,7
gustar combinar arte ciencia diseño,ARQUITECTURA,6
gustar dibujar modelo querer diseñar espacio público inclusivo,ARQUITECTURA,6
gustar estudiante descubrir idea,EDUCACIÓN,14
estudiante telecomunicación interesado ingeniería red transmisión dato,TELECOMUNICACIONES,16
intrigado funcionar red internet configuro red doméstico gustar experimentar arduino sensor querer trabajar tecnología 5 g iot,TELECOMUNICACIONES,16
gustar crear contenido red social,COMUNICACIÓN SOCIAL,3
educación clave futuro,EDUCACIÓN,14
investigar máquina virtual gestión red telecomunicación,TELECOMUNICACIONES,16
interesar auditoría control financiero,CONTADURÍA,4
desarrollo análisis dato económico detectar patrón proponer estrategia crecimiento sustentable,ECONOMÍA,5
querer motivar equipo trabajo,RELACIONES INDUSTRIALES,12
análisis dato inteligencia negocio cosa disfrutar,ADMINISTRACIÓN,7
simulación monte car él mejorar proceso industria manufacturero,INDUSTRIAL,0
estudiar interacción material estructura crear obra civil perdurir tiempo,CIVIL,9
participé planificación urbano análisis impacto ambiental,CIVIL,9
dibujar pensar mejorar espacio,ARQUITECTURA,6
gustar análisis financiero información corporativo trabajo consolidación,CONTADURÍA,4
estudiante derecho interesado integrar tecnología campo legal adaptar regulación desafío digital,DERECHO,11
exploro enseñanza diverso tradición religioso relevancia mundo contemporáneo integración práctica espiritual enfoque multicultural,TEOLOGÍA,8
querer maximizar recurso humano material,ADMINISTRACIÓN,7
gustar resolver problema,INFORMÁTICA,15
gustar crear contenido audiovisual editorial utilizar herramienta tecnológico conectar yo público difundir mensaje ético crítico,COMUNICACIÓN SOCIAL,3
interesado entender apoyar persona trastorno,PSICOLOGÍA,2
gustar trabajar proyecto,INDUSTRIAL,0
querer trabajar 5 g internet cosa interesado funcionar red internet,TELECOMUNICACIONES,16
encantar idea diseñar solución vivienda innovadora,ARQUITECTURA,6
intersección economía administración explorar mercado mundial,ADMINISTRACIÓN,7
8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 8883531299 88835312991299 888353129912993993993993 88835312991299 888399129912993 88839912993 888399129912993 88839912993 88839939912993993883993991299399393399399399399393399399393399399399393399399399393399399399399393399399399393399393399399399399399399399399393888399399388393393399399399399399399399399393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393999393939393939399939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393,CONTADURÍA,4
querer próximo innovación tecnológico,INFORMÁTICA,15
apasionar sociología digital estudio red social comunidad onlinar interesar impacto social tecnología querer entender sociedad digital,SOCIOLOGÍA,1
transparencia financiero querer garantizar,CONTADURÍA,4
interesar estética filosofía arte analizo teoría contemporáneo,FILOSOFÍA,13
aprender frameworks lenguaje contribuyo proyecto opir source fascinar computación cuántico ia querer innovar tecnología emergente,INFORMÁTICA,15
querer finanza compañía transparente,CONTADURÍA,4
gustar trabajar cambio cultural,RELACIONES INDUSTRIALES,12
gustar construcción diseño edificio,CIVIL,9
disfrutar defender punto vista argumento sólido,DERECHO,11
fascinado planificación urbano planificación urbano sig análisis espacial,ARQUITECTURA,6
participé taller mejorar eficacia mensaje social,COMUNICACIÓN SOCIAL,3
encantar buscar forma creativo mejorar proceso industrial,INDUSTRIAL,0
interesar psicología deporte motivación mejorar rendimiento atlético,PSICOLOGÍA,2
buscar tecnología desarrollar software robusto escalable fascinado mundo ciberseguridad análisis dato,INFORMÁTICA,15
querer mejorar salud mental comunidad,PSICOLOGÍA,2
querer construir cosa durar tiempo,CIVIL,9
querer utilizar medio generar cambio positivo,COMUNICACIÓN SOCIAL,3
estudiar evolución derecho penal civil análisis caso emblemático historia,DERECHO,11
investigar aplicación práctico teología resolución conflicto,TEOLOGÍA,8
gustar anticipar tendencia mercado,ADMINISTRACIÓN,7
interesado rehabilitación viejo estructura integrar técnica moderno perder valor histórico,CIVIL,9
estudiar relación forma función crear entorno estimulir bienestar creatividad,ARQUITECTURA,6
estudiar integración elemento verde eficiencia energético proyecto arquitectura moderno,ARQUITECTURA,6
interesar sociología comunicación rol medio construcción identidad social,SOCIOLOGÍA,1
fascinar análisis econométrico serie temporal r python modelado,ECONOMÍA,5
disfrutar diseño interior psicología espacio trabajo iluminación acústicar,ARQUITECTURA,6
modelo simulación utilizar predecir comportamiento infraestructura,CIVIL,9
interesado periodismo medio digital gustar trabajar comunicación estratégico,COMUNICACIÓN SOCIAL,3
terapia grupo utilizar mejorar comunicación resolver conflicto persona,PSICOLOGÍA,2
interesado desarrollar modelo negocio innovador integrar tecnología análisis mercado generar ventaja competitivo,ADMINISTRACIÓN,7
interesar criminología comprensión causa crimen,DERECHO,11
interesar teología relación sociedad impacto fe,TEOLOGÍA,8
interesar diálogo interreligioso contribución tradición comprensión significado vida,TEOLOGÍA,8
querer manejar finanza empresa,CONTADURÍA,4
apasionar innovación proceso industrial,INDUSTRIAL,0
cubro cuenta complicado sentir satisfecho,CONTADURÍA,4
querer mejorar forma conectar,TELECOMUNICACIONES,16
aprender gestionar operación complejo mejorar flujo trabajo industrial estudio,INDUSTRIAL,0
gustar presentar caso lógica,DERECHO,11
interesar decisión económico afectar gente,ECONOMÍA,5
estudio dinámica grupo entender formación identidad social,PSICOLOGÍA,2
apasionar analizar ciclo económico diseñar política impulsar desarrollo sostenible,ECONOMÍA,5
idea diseñar solución vivienda innovadora apasionar,ARQUITECTURA,6
gustar coordinar proyecto ver él llegar término,ADMINISTRACIÓN,7
querer juez fiscal,DERECHO,11
equipo especializado medir fibra óptico red gpon,TELECOMUNICACIONES,16
